"prediction","Ground_Truth"
"0.061378806758740856","0"
"0.07107322863569104","0"
"0.046892427359999274","0"
"0.3385772008554091","0"
"0.04221322025227979","0"
"0.8003106410060566","1"
"0.0836199124932923","0"
"0.05776418840865182","0"
"0.14105212267692435","0"
"0.19612386515410363","1"
"0.31350145057225187","0"
"0.012057987942523406","0"
"0.02207142275736766","0"
"0.07826780797320357","0"
"0.005590516036942014","0"
"0.08574072840550515","0"
"0.6384180826454335","1"
"0.14071324141841235","1"
"0.02008315415020823","0"
"0.04752937072744726","0"
"0.34181698372498776","0"
"0.6271768212055701","0"
"0.40463634602631293","0"
"0.16274573403826342","0"
"0.05091956901638258","0"
"0.43923606464690096","0"
"0.5473689663386377","0"
"0.06989799403517231","0"
"0.05521608725687706","0"
"0.08289589107220424","0"
"0.020531633171218207","0"
"0.1381210503536836","0"
"0.7582780041697252","0"
"0.03726637275761778","1"
"0.21221473035832147","0"
"0.26187724933359824","0"
"0.014095544542088218","0"
"0.021164477218696374","1"
"0.4036634119490347","0"
"0.15644731849216054","0"
"0.019497681827113877","0"
"0.009960079679109946","0"
"0.2699415312532594","0"
"0.18849430533187916","0"
"0.3464620707092711","1"
"0.19318520714038195","1"
"0.024787939614988427","1"
"0.075475132811823","0"
"0.00495806305087052","0"
"0.03790885779574078","0"
"0.41947674848633","1"
"0.15569055210262797","0"
