"prediction","Ground_Truth"
"0.2567913559262369","0"
"0.0490876907578914","0"
"0.2788317970865238","0"
"0.06675223676519126","0"
"0.029101061847827816","0"
"0.017746611552540616","0"
"0.033557409834297135","0"
"0.020182084305061188","0"
"0.1898556374340012","0"
"0.056398495601024","0"
"0.011150794162662308","0"
"0.4208442035799838","0"
"0.3759646066771345","1"
"0.13568558950338538","1"
"0.03568753417753354","0"
"0.0025193946611233543","0"
"0.015747431468289996","0"
"0.30318524497919763","0"
"0.40441164606831875","0"
"0.10224369988183836","0"
"0.02186816173210886","0"
"0.14544567035364026","0"
"0.03498883912399308","0"
"0.754620730117511","1"
"0.11585878850572391","1"
"0.06970074923244307","1"
"0.024146063145714103","1"
"0.10550940702542802","0"
"0.017284359103253245","0"
"0.0668940257566473","0"
"0.15183891747313089","0"
"0.25735026860816873","0"
"0.007506345472309823","0"
"0.05210495124006465","0"
"0.05798640932260581","0"
"0.017670757331616792","1"
"0.011238635150840025","0"
"0.14081140024626707","0"
"0.1899525051843863","0"
"0.08653145505808532","0"
"0.09395142862982302","0"
"0.38333047381550495","0"
"0.003987904457219843","0"
"0.03563252822492657","0"
"0.053220009121632404","0"
"0.04883940104887383","0"
"0.0497785682758638","0"
"0.3666829834169922","0"
"0.5762716998571007","0"
"0.2143473111469409","0"
"0.2123634614173285","0"
"0.025320824057802206","0"
"0.4398664580323119","0"
"0.14314187294758882","0"
"0.2838387447694195","0"
"0.1563838965933974","1"
